Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls,Batting_Impact,Bowling_Impact,Total_Impact,Player_Role
2016.0,Virat Kohli,16.0,4.0,973.0,113,81.08,640.0,152.03,4.0,7.0,83.0,38.0,6.0,0.0,16.0,6.0,13.0,0.0,0/13,0.0,13.0,0.0,0.0,0.0,9.875,4.0,13.875,Batsman
2015.0,Virat Kohli,16.0,5.0,505.0,82*,45.9,386.0,130.82,0.0,3.0,35.0,23.0,7.0,0.0,16.0,11.0,10.0,0.0,0/4,0.0,5.45,0.0,0.0,0.0,7.535533333333333,7.0,14.535533333333333,All-rounder
2014.0,Virat Kohli,14.0,1.0,359.0,73,27.61,294.0,122.1,0.0,2.0,23.0,16.0,7.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.750514285714286,7.0,12.750514285714285,Bowler
2013.0,Virat Kohli,16.0,2.0,634.0,99,45.28,457.0,138.73,0.0,6.0,64.0,22.0,7.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.071866666666669,7.0,15.071866666666669,All-rounder
2012.0,Virat Kohli,16.0,2.0,364.0,73*,28.0,326.0,111.65,0.0,2.0,33.0,9.0,7.0,0.0,16.0,18.0,49.0,0.0,0/13,0.0,16.33,0.0,0.0,0.0,5.467333333333334,4.0,9.467333333333334,All-rounder
2011.0,Virat Kohli,16.0,4.0,557.0,71,46.41,460.0,121.08,0.0,4.0,55.0,16.0,7.0,0.0,16.0,102.0,139.0,2.0,1/8,69.5,8.17,51.0,0.0,0.0,7.441600000000001,2.1025,9.5441,Batsman
2010.0,Virat Kohli,16.0,2.0,307.0,58,27.9,212.0,144.81,0.0,1.0,26.0,12.0,3.0,0.0,16.0,32.0,50.0,0.0,0/1,0.0,9.37,0.0,0.0,0.0,6.2186,5.315,11.5336,Batsman
2009.0,Virat Kohli,16.0,2.0,246.0,50,22.36,219.0,112.32,0.0,1.0,22.0,8.0,9.0,0.0,16.0,36.0,46.0,0.0,0/9,0.0,7.66,0.0,0.0,0.0,4.909,6.17,11.079,Bowler
2008.0,Virat Kohli,13.0,1.0,165.0,38,15.0,157.0,105.09,0.0,0.0,18.0,4.0,2.0,0.0,13.0,46.0,61.0,2.0,2/25,30.5,7.95,23.0,0.0,0.0,4.002400000000001,4.155769230769231,8.158169230769232,All-rounder
2023.0,Vishnu Vinod,3.0,0.0,37.0,30,12.33,31.0,119.35,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2017.0,Vishnu Vinod,3.0,0.0,19.0,9,6.33,26.0,73.07,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Vyshak Vijay Kumar,4.0,1.0,1.0,1*,1.0,3.0,33.33,0.0,0.0,0.0,0.0,3.0,0.0,4.0,87.0,142.0,4.0,2/23,35.5,9.79,21.75,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Vyshak Vijay Kumar,7.0,1.0,13.0,13*,13.0,9.0,144.44,0.0,0.0,0.0,1.0,1.0,0.0,7.0,144.0,253.0,9.0,3/20,28.11,10.54,16.0,0.0,0.0,4.891733333333334,5.036571428571429,9.928304761904762,All-rounder
2023.0,Wanindu Hasaranga,8.0,3.0,33.0,12*,16.5,28.0,117.86,0.0,0.0,3.0,0.0,0.0,0.0,8.0,174.0,258.0,9.0,2/24,28.67,8.9,19.33,0.0,0.0,4.462933333333334,5.503499999999999,9.966433333333333,All-rounder
2022.0,Wanindu Hasaranga,16.0,0.0,38.0,18,5.43,43.0,88.37,0.0,0.0,4.0,1.0,3.0,0.0,16.0,342.0,430.0,26.0,5/18,16.54,7.54,13.15,1.0,1.0,2.7909333333333337,8.6675,11.458433333333334,Bowler
2021.0,Wanindu Hasaranga,2.0,1.0,1.0,1*,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,60.0,0.0,0/20,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Washington Sundar,2.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,73.0,1.0,1/46,73.0,14.6,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Washington Sundar,7.0,1.0,60.0,24*,15.0,60.0,100.0,0.0,0.0,6.0,0.0,2.0,0.0,7.0,106.0,146.0,3.0,3/28,48.67,8.26,35.33,0.0,0.0,3.8666666666666667,2.512857142857143,6.37952380952381,Unknown
2022.0,Washington Sundar,9.0,0.0,101.0,40,14.43,69.0,146.38,0.0,0.0,9.0,3.0,1.0,0.0,9.0,168.0,239.0,6.0,2/21,39.83,8.54,28.0,0.0,0.0,5.0578666666666665,2.7640000000000002,7.821866666666667,Batsman
2021.0,Washington Sundar,6.0,0.0,31.0,10,7.75,47.0,65.95,0.0,0.0,2.0,0.0,2.0,0.0,6.0,96.0,118.0,3.0,1/7,39.33,7.37,32.0,0.0,0.0,2.378666666666667,3.199,5.577666666666667,Unknown
2020.0,Washington Sundar,15.0,3.0,111.0,30,18.5,95.0,116.84,0.0,0.0,10.0,2.0,0.0,0.0,15.0,300.0,298.0,8.0,2/16,37.25,5.96,37.5,0.0,0.0,4.5957333333333334,4.35,8.945733333333333,All-rounder
2019.0,Washington Sundar,3.0,0.0,1.0,1,0.5,3.0,33.33,0.0,0.0,0.0,0.0,2.0,0.0,3.0,54.0,74.0,4.0,3/24,18.5,8.22,13.5,0.0,0.0,0.0,0.0,0.0,Unknown
2018.0,Washington Sundar,7.0,3.0,65.0,35,21.66,38.0,171.05,0.0,0.0,5.0,4.0,0.0,0.0,7.0,120.0,192.0,4.0,2/22,48.0,9.6,30.0,0.0,0.0,5.7328,2.057142857142857,7.789942857142857,Batsman
2017.0,Washington Sundar,11.0,5.0,9.0,5*,9.0,12.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,180.0,185.0,8.0,3/16,23.12,6.16,22.5,0.0,0.0,2.7199999999999998,7.38690909090909,10.10690909090909,Bowler
,Wiaan Mulder,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Will Jacks,8.0,1.0,230.0,100*,32.86,131.0,175.57,1.0,1.0,16.0,18.0,3.0,0.0,8.0,54.0,100.0,2.0,1/23,50.0,11.11,27.0,0.0,0.0,7.3788,0.8200000000000003,8.1988,Batsman
,Xavier Bartlett,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Yash Dayal,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,301.0,459.0,15.0,3/20,30.6,9.15,20.07,0.0,0.0,0.0,4.9121428571428565,4.9121428571428565,Bowler
2023.0,Yash Dayal,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,84.0,165.0,2.0,1/31,82.5,11.79,42.0,0.0,0.0,0.0,0.7050000000000004,0.7050000000000004,Unknown
2022.0,Yash Dayal,9.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,192.0,296.0,11.0,3/40,26.91,9.25,17.45,0.0,0.0,0.0,5.826333333333334,5.826333333333334,Bowler
2024.0,Yash Thakur,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,213.0,402.0,11.0,5/30,36.55,11.32,19.36,0.0,1.0,0.0,2.6800000000000006,2.6800000000000006,Unknown
2023.0,Yash Thakur,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,191.0,289.0,13.0,4/37,22.23,9.08,14.69,1.0,0.0,0.0,7.180666666666667,7.180666666666667,Bowler
2024.0,Yashasvi Jaiswal,15.0,1.0,435.0,104*,31.07,279.0,155.91,1.0,1.0,54.0,16.0,4.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.8856,7.0,13.8856,All-rounder
2023.0,Yashasvi Jaiswal,14.0,1.0,625.0,124,48.08,382.0,163.61,1.0,5.0,82.0,26.0,8.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.8464,7.0,15.8464,All-rounder
2022.0,Yashasvi Jaiswal,10.0,0.0,258.0,68,25.8,194.0,132.99,0.0,2.0,28.0,10.0,2.0,0.0,10.0,1.0,6.0,0.0,0/6,0.0,36.0,0.0,0.0,0.0,6.010400000000001,4.0,10.0104,Batsman
2021.0,Yashasvi Jaiswal,10.0,0.0,249.0,50,24.9,168.0,148.21,0.0,1.0,32.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.144266666666668,7.0,13.144266666666667,All-rounder
2020.0,Yashasvi Jaiswal,3.0,0.0,40.0,34,13.33,44.0,90.9,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Yudhvir Singh,2.0,0.0,21.0,14,10.5,14.0,150.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,24.0,52.0,1.0,1/24,52.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Yudhvir Singh,3.0,0.0,1.0,1,0.5,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,70.0,3.0,2/19,23.33,8.75,16.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Yuzvendra Chahal,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,348.0,546.0,18.0,3/11,30.33,9.41,19.33,0.0,0.0,0.0,5.029,5.029,Bowler
2023.0,Yuzvendra Chahal,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,317.0,432.0,21.0,4/17,20.57,8.18,15.1,3.0,0.0,0.0,8.046,8.046,Bowler
2022.0,Yuzvendra Chahal,17.0,1.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,408.0,527.0,27.0,5/40,19.52,7.75,15.11,1.0,1.0,2.066666666666667,8.507352941176471,10.574019607843137,Bowler
2021.0,Yuzvendra Chahal,15.0,2.0,10.0,8*,0.0,27.0,37.03,0.0,0.0,0.0,0.0,4.0,0.0,15.0,318.0,374.0,18.0,3/11,20.77,7.05,17.66,0.0,0.0,0.9874666666666667,8.120999999999999,9.108466666666665,Bowler
2020.0,Yuzvendra Chahal,15.0,1.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,1.0,0.0,15.0,343.0,405.0,21.0,3/18,19.28,7.08,16.33,0.0,0.0,0.9688000000000001,8.559999999999999,9.528799999999999,Bowler
2019.0,Yuzvendra Chahal,14.0,1.0,6.0,4,3.0,16.0,37.5,0.0,0.0,0.0,0.0,3.0,0.0,14.0,296.0,386.0,18.0,4/38,21.44,7.82,16.44,1.0,0.0,1.24,7.730571428571428,8.970571428571429,Bowler
2018.0,Yuzvendra Chahal,14.0,1.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,300.0,363.0,12.0,2/22,30.25,7.26,25.0,0.0,0.0,0.0,5.605714285714286,5.605714285714286,Bowler
2017.0,Yuzvendra Chahal,13.0,3.0,13.0,4*,4.33,26.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,261.0,333.0,14.0,3/16,23.78,7.65,18.64,0.0,0.0,1.6797333333333333,7.034384615384615,8.714117948717949,Bowler
2016.0,Yuzvendra Chahal,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,295.0,401.0,21.0,4/25,19.09,8.15,14.04,1.0,0.0,0.0,8.348076923076922,8.348076923076922,Bowler
2015.0,Yuzvendra Chahal,15.0,2.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,281.0,415.0,23.0,3/40,18.04,8.86,12.21,0.0,0.0,2.6666666666666665,7.87,10.536666666666667,Bowler
2014.0,Yuzvendra Chahal,14.0,2.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,330.0,386.0,12.0,2/17,32.16,7.01,27.5,0.0,0.0,2.6666666666666665,5.348714285714286,8.015380952380953,Bowler
2013.0,Yuzvendra Chahal,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,34.0,0.0,0/34,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Zeeshan Ansari,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
