Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls,Batting_Impact,Bowling_Impact,Total_Impact,Player_Role
2014.0,Axar Patel,17.0,2.0,62.0,42*,10.33,60.0,103.33,0.0,0.0,6.0,1.0,7.0,0.0,17.0,396.0,405.0,17.0,3/24,23.82,6.13,23.29,0.0,0.0,3.581866666666667,7.671,11.252866666666668,Bowler
2024.0,Ayush Badoni,14.0,4.0,235.0,55*,29.38,171.0,137.43,0.0,2.0,22.0,5.0,3.0,0.0,14.0,12.0,25.0,0.0,0/6,0.0,12.5,0.0,0.0,0.0,6.300914285714286,4.0,10.300914285714285,Batsman
2023.0,Ayush Badoni,15.0,2.0,238.0,59*,23.8,172.0,138.37,0.0,1.0,13.0,12.0,2.0,0.0,15.0,1.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0,0.0,5.727200000000001,7.0,12.7272,Bowler
2022.0,Ayush Badoni,13.0,3.0,161.0,54,20.13,130.0,123.85,0.0,1.0,11.0,7.0,9.0,0.0,13.0,12.0,11.0,2.0,1/5,5.5,5.5,6.0,0.0,0.0,5.066912820512821,7.230769230769231,12.297682051282052,Bowler
2024.0,Azmatullah Omarzai,7.0,0.0,42.0,17,10.5,33.0,127.27,0.0,0.0,2.0,2.0,0.0,0.0,7.0,126.0,186.0,4.0,2/27,46.5,8.86,31.5,0.0,0.0,4.233866666666667,2.427142857142857,6.661009523809524,Batsman
2024.0,B. Sai Sudharsan,12.0,1.0,527.0,103,47.91,373.0,141.29,1.0,2.0,48.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.267199999999999,7.0,15.267199999999999,All-rounder
2023.0,B. Sai Sudharsan,8.0,1.0,362.0,96,51.71,256.0,141.41,0.0,3.0,33.0,12.0,2.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.520933333333334,7.0,15.520933333333334,All-rounder
2022.0,B. Sai Sudharsan,5.0,1.0,145.0,65*,36.25,114.0,127.19,0.0,1.0,14.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.6917333333333335,7.0,13.691733333333334,All-rounder
,Bevon-John Jacobs,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Bhuvneshwar Kumar,16.0,2.0,23.0,13,7.67,29.0,79.31,0.0,0.0,3.0,0.0,1.0,0.0,16.0,342.0,533.0,11.0,3/41,48.45,9.35,31.09,0.0,0.0,2.7285333333333335,2.35625,5.084783333333334,Unknown
2023.0,Bhuvneshwar Kumar,14.0,3.0,42.0,27,14.0,47.0,89.36,0.0,0.0,4.0,0.0,3.0,0.0,14.0,306.0,425.0,16.0,5/30,26.56,8.33,19.13,0.0,1.0,3.5029333333333335,6.237285714285715,9.740219047619048,Bowler
2022.0,Bhuvneshwar Kumar,14.0,3.0,24.0,8,8.0,26.0,92.31,0.0,0.0,3.0,0.0,2.0,0.0,14.0,313.0,383.0,12.0,3/22,31.92,7.34,26.08,0.0,0.0,3.101600000000001,5.231714285714285,8.333314285714286,Bowler
2021.0,Bhuvneshwar Kumar,11.0,6.0,34.0,14*,34.0,30.0,113.33,0.0,0.0,3.0,0.0,0.0,0.0,11.0,252.0,335.0,6.0,1/16,55.83,7.97,42.0,0.0,0.0,5.742133333333333,2.833181818181818,8.575315151515152,Batsman
2020.0,Bhuvneshwar Kumar,4.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85.0,99.0,3.0,2/25,33.0,6.98,28.33,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,Bhuvneshwar Kumar,15.0,2.0,12.0,7*,4.0,19.0,63.15,0.0,0.0,1.0,0.0,4.0,0.0,15.0,354.0,461.0,13.0,2/24,35.46,7.81,27.23,0.0,0.0,2.0040000000000004,4.303,6.307,Bowler
2018.0,Bhuvneshwar Kumar,12.0,2.0,13.0,7,6.5,16.0,81.25,0.0,0.0,1.0,0.0,2.0,0.0,12.0,277.0,354.0,9.0,3/26,39.33,7.66,30.77,0.0,0.0,2.6866666666666665,3.429,6.115666666666666,Unknown
2017.0,Bhuvneshwar Kumar,14.0,1.0,4.0,4*,4.0,4.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,314.0,369.0,26.0,5/19,14.19,7.05,12.07,0.0,1.0,2.9866666666666664,9.260714285714286,12.247380952380952,Bowler
2016.0,Bhuvneshwar Kumar,17.0,2.0,43.0,21,7.16,27.0,159.25,0.0,0.0,6.0,1.0,6.0,0.0,17.0,396.0,490.0,23.0,4/29,21.3,7.42,17.21,1.0,0.0,4.5728,8.059411764705882,12.632211764705882,Bowler
2015.0,Bhuvneshwar Kumar,14.0,2.0,17.0,11*,17.0,10.0,170.0,0.0,0.0,2.0,1.0,5.0,0.0,14.0,310.0,407.0,18.0,3/26,22.61,7.87,17.22,0.0,0.0,5.36,7.471571428571429,12.83157142857143,Bowler
2014.0,Bhuvneshwar Kumar,14.0,1.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,319.0,354.0,20.0,4/14,17.7,6.65,15.95,1.0,0.0,0.7466666666666666,8.817857142857143,9.56452380952381,Bowler
2013.0,Bhuvneshwar Kumar,16.0,2.0,52.0,24*,7.42,71.0,73.23,0.0,0.0,3.0,1.0,2.0,0.0,16.0,342.0,371.0,13.0,3/18,28.53,6.5,26.3,0.0,0.0,2.5464,6.26275,8.809149999999999,Bowler
2012.0,Bhuvneshwar Kumar,11.0,6.0,40.0,11*,13.33,40.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,234.0,281.0,8.0,2/9,35.12,7.2,29.25,0.0,0.0,3.7330666666666668,4.466909090909091,8.199975757575757,Bowler
2011.0,Bhuvneshwar Kumar,4.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,66.0,67.0,3.0,2/14,22.33,6.09,22.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Corbin Bosch,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Darshan Nalkande,3.0,0.0,12.0,12,12.0,11.0,109.09,0.0,0.0,0.0,1.0,2.0,0.0,3.0,29.0,45.0,3.0,2/21,15.0,9.31,9.67,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Darshan Nalkande,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,44.0,1.0,1/44,44.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,Unknown
2022.0,Darshan Nalkande,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,59.0,2.0,2/37,29.5,11.42,15.5,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,David Miller,9.0,3.0,210.0,55,35.0,139.0,151.08,0.0,1.0,20.0,8.0,5.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.022222222222223,7.0,14.022222222222222,All-rounder
2023.0,David Miller,16.0,5.0,259.0,46,32.38,178.0,145.51,0.0,0.0,18.0,13.0,11.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.470666666666668,7.0,13.470666666666668,All-rounder
2022.0,David Miller,16.0,9.0,481.0,94*,68.71,337.0,142.73,0.0,2.0,32.0,23.0,6.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.056133333333333,7.0,15.056133333333333,All-rounder
2021.0,David Miller,9.0,3.0,124.0,62,24.8,113.0,109.73,0.0,1.0,11.0,3.0,4.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.132355555555556,7.0,12.132355555555556,Bowler
2020.0,David Miller,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,David Miller,10.0,2.0,213.0,59*,26.62,164.0,129.87,0.0,1.0,19.0,7.0,7.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.792800000000001,7.0,12.7928,Bowler
2018.0,David Miller,3.0,1.0,74.0,26,37.0,64.0,115.62,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2017.0,David Miller,5.0,1.0,83.0,30*,27.66,80.0,103.75,0.0,0.0,4.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.979466666666667,7.0,11.979466666666667,Bowler
2016.0,David Miller,14.0,3.0,161.0,31,16.1,131.0,122.9,0.0,0.0,11.0,4.0,10.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.565333333333333,7.0,11.565333333333333,Bowler
2015.0,David Miller,13.0,2.0,357.0,89*,32.45,266.0,134.21,0.0,2.0,21.0,21.0,7.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.482625641025641,7.0,13.482625641025642,All-rounder
2014.0,David Miller,16.0,6.0,446.0,66,44.6,299.0,149.16,0.0,3.0,34.0,21.0,14.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.9206,7.0,14.9206,All-rounder
2013.0,David Miller,12.0,5.0,418.0,101*,59.71,254.0,164.56,1.0,3.0,28.0,24.0,8.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.833333333333334,7.0,15.833333333333334,All-rounder
2012.0,David Miller,6.0,3.0,98.0,34*,32.66,75.0,130.66,0.0,0.0,6.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.097066666666667,7.0,13.097066666666667,All-rounder
2024.0,Deepak Chahar,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,141.0,202.0,5.0,2/28,40.4,8.6,28.2,0.0,0.0,0.0,2.6375,2.6375,Unknown
2023.0,Deepak Chahar,10.0,1.0,1.0,1*,0.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,204.0,297.0,13.0,3/22,22.85,8.74,15.69,0.0,0.0,1.3333333333333333,7.01,8.343333333333334,Bowler
2021.0,Deepak Chahar,15.0,2.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,324.0,451.0,14.0,4/13,32.21,8.35,23.14,2.0,0.0,2.6666666666666665,4.783,7.449666666666667,Bowler
2020.0,Deepak Chahar,14.0,2.0,7.0,5*,7.0,12.0,58.33,0.0,0.0,0.0,0.0,3.0,0.0,14.0,312.0,396.0,12.0,2/18,33.0,7.61,26.0,0.0,0.0,2.115466666666667,4.880714285714285,6.996180952380952,Bowler
2019.0,Deepak Chahar,17.0,0.0,7.0,7,3.5,9.0,77.77,0.0,0.0,1.0,0.0,2.0,0.0,17.0,387.0,482.0,22.0,3/20,21.9,7.47,17.59,0.0,0.0,2.3538666666666668,7.826176470588235,10.180043137254902,Bowler
2018.0,Deepak Chahar,12.0,1.0,50.0,39,16.66,29.0,172.41,0.0,0.0,1.0,4.0,1.0,0.0,12.0,229.0,278.0,10.0,3/15,27.8,7.28,22.9,0.0,0.0,5.3328,6.05,11.3828,Bowler
2017.0,Deepak Chahar,3.0,0.0,14.0,14,14.0,6.0,233.33,0.0,0.0,0.0,2.0,0.0,0.0,3.0,42.0,74.0,1.0,1/35,74.0,10.57,42.0,0.0,0.0,0.0,0.0,0.0,Unknown
2016.0,Deepak Chahar,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,41.0,0.0,0/13,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Deepak Hooda,11.0,1.0,145.0,50,18.13,105.0,138.1,0.0,1.0,16.0,3.0,4.0,0.0,11.0,18.0,22.0,0.0,0/9,0.0,7.33,0.0,0.0,0.0,5.314884848484849,6.335,11.649884848484849,Bowler
2023.0,Deepak Hooda,12.0,1.0,84.0,17,7.64,90.0,93.33,0.0,0.0,3.0,2.0,10.0,0.0,12.0,6.0,8.0,0.0,0/8,0.0,8.0,0.0,0.0,0.0,3.1,6.0,9.1,Bowler
2022.0,Deepak Hooda,15.0,0.0,451.0,59,32.21,330.0,136.67,0.0,4.0,36.0,18.0,8.0,0.0,15.0,24.0,43.0,1.0,1/31,43.0,10.75,24.0,0.0,0.0,6.754666666666667,0.725,7.479666666666667,Batsman
2021.0,Deepak Hooda,12.0,1.0,160.0,64,16.0,123.0,130.08,0.0,1.0,9.0,9.0,7.0,0.0,12.0,96.0,136.0,2.0,1/15,68.0,8.5,48.0,0.0,0.0,4.915466666666668,2.0,6.915466666666668,Batsman
2020.0,Deepak Hooda,7.0,4.0,101.0,62*,101.0,71.0,142.25,0.0,1.0,5.0,5.0,3.0,0.0,7.0,6.0,9.0,0.0,0/9,0.0,9.0,0.0,0.0,0.0,8.07904761904762,5.5,13.57904761904762,Batsman
2019.0,Deepak Hooda,11.0,1.0,64.0,20,10.66,63.0,101.58,0.0,0.0,5.0,1.0,10.0,0.0,11.0,12.0,21.0,1.0,1/13,21.0,10.5,12.0,0.0,0.0,3.5616000000000003,4.686363636363637,8.247963636363638,Bowler
2018.0,Deepak Hooda,9.0,4.0,87.0,32*,21.75,81.0,107.4,0.0,0.0,2.0,3.0,3.0,0.0,9.0,18.0,24.0,0.0,0/8,0.0,8.0,0.0,0.0,0.0,4.604000000000001,6.0,10.604000000000001,Bowler
2017.0,Deepak Hooda,10.0,3.0,78.0,19*,26.0,52.0,150.0,0.0,0.0,5.0,4.0,5.0,0.0,10.0,24.0,42.0,2.0,1/7,21.0,10.5,12.0,0.0,0.0,6.08,4.8500000000000005,10.93,Batsman
2016.0,Deepak Hooda,17.0,1.0,144.0,34,10.28,121.0,119.0,0.0,0.0,9.0,5.0,3.0,0.0,17.0,78.0,97.0,3.0,2/16,32.33,7.46,26.0,0.0,0.0,3.995733333333334,4.068705882352941,8.064439215686274,Bowler
2015.0,Deepak Hooda,14.0,0.0,151.0,54,16.77,95.0,158.94,0.0,1.0,6.0,11.0,1.0,0.0,14.0,91.0,129.0,1.0,1/35,129.0,8.5,91.0,0.0,0.0,5.484457142857143,1.8571428571428574,7.341600000000001,Batsman
2024.0,Devdutt Padikkal,7.0,0.0,38.0,13,5.43,53.0,71.7,0.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.3464,7.0,9.3464,Bowler
2023.0,Devdutt Padikkal,11.0,1.0,261.0,52,26.1,200.0,130.5,0.0,2.0,31.0,6.0,4.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.931636363636364,7.0,12.931636363636365,Bowler
2022.0,Devdutt Padikkal,17.0,0.0,376.0,54,22.12,306.0,122.88,0.0,1.0,40.0,14.0,5.0,0.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.164047058823529,7.0,12.16404705882353,Bowler
2021.0,Devdutt Padikkal,14.0,1.0,411.0,101*,31.61,328.0,125.3,1.0,1.0,44.0,14.0,7.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.298704761904762,7.0,13.298704761904762,All-rounder
2020.0,Devdutt Padikkal,15.0,0.0,473.0,74,31.53,379.0,124.8,0.0,5.0,51.0,8.0,8.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.5170666666666675,7.0,13.517066666666668,All-rounder
2023.0,Devon Conway,16.0,2.0,672.0,92*,51.69,481.0,139.71,0.0,6.0,77.0,18.0,6.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.4756,7.0,15.4756,All-rounder
2022.0,Devon Conway,7.0,1.0,252.0,87,42.0,173.0,145.66,0.0,3.0,22.0,12.0,2.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.101409523809524,7.0,15.101409523809524,All-rounder
2024.0,Dhruv Jurel,14.0,3.0,195.0,56*,24.38,141.0,138.3,0.0,2.0,18.0,7.0,11.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.924114285714286,7.0,12.924114285714285,Bowler
2023.0,Dhruv Jurel,13.0,4.0,152.0,34*,21.71,88.0,172.73,0.0,0.0,11.0,9.0,1.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.736800000000001,7.0,12.7368,Bowler
,Digvesh Singh,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Donovan Ferreira,2.0,0.0,8.0,7,4.0,11.0,72.73,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Dushmantha Chameera,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,48.0,0.0,0/48,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2022.0,Dushmantha Chameera,12.0,4.0,43.0,17,10.75,28.0,153.57,0.0,0.0,3.0,3.0,2.0,0.0,12.0,264.0,384.0,9.0,2/17,42.67,8.73,29.33,0.0,0.0,4.86,2.76,7.62,Batsman
,Eshan Malinga,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Faf du Plessis,15.0,0.0,438.0,64,29.2,271.0,161.62,0.0,4.0,47.0,21.0,8.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.8693333333333335,7.0,13.869333333333334,All-rounder
2023.0,Faf du Plessis,14.0,1.0,730.0,84,56.15,475.0,153.68,0.0,8.0,60.0,36.0,3.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.142857142857142,7.0,16.142857142857142,All-rounder
2022.0,Faf du Plessis,16.0,1.0,468.0,96,31.2,367.0,127.52,0.0,3.0,49.0,13.0,4.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.271533333333334,7.0,13.271533333333334,All-rounder
2021.0,Faf du Plessis,16.0,2.0,633.0,95*,45.21,458.0,138.2,0.0,6.0,60.0,23.0,12.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.052133333333334,7.0,15.052133333333334,All-rounder
2020.0,Faf du Plessis,13.0,2.0,449.0,87*,40.81,319.0,140.75,0.0,4.0,42.0,14.0,12.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.63351794871795,7.0,14.63351794871795,All-rounder
2019.0,Faf du Plessis,12.0,1.0,396.0,96,36.0,321.0,123.36,0.0,3.0,36.0,15.0,12.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.6696,7.0,13.669599999999999,All-rounder
2018.0,Faf du Plessis,6.0,1.0,162.0,67*,32.4,129.0,125.58,0.0,1.0,17.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.274133333333334,7.0,13.274133333333335,All-rounder
2017.0,Faf du Plessis,2.0,0.0,8.0,8,8.0,7.0,114.28,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2016.0,Faf du Plessis,6.0,0.0,206.0,69,34.33,162.0,127.16,0.0,2.0,17.0,9.0,4.0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.804000000000001,7.0,13.804000000000002,All-rounder
2015.0,Faf du Plessis,17.0,2.0,380.0,55,29.23,304.0,125.0,0.0,1.0,37.0,5.0,8.0,0.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.789380392156863,7.0,12.789380392156863,Bowler
2014.0,Faf du Plessis,15.0,1.0,303.0,54*,27.54,235.0,128.93,0.0,2.0,26.0,7.0,13.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.908,7.0,12.908000000000001,Bowler
2012.0,Faf du Plessis,13.0,0.0,398.0,73,33.16,304.0,130.92,0.0,3.0,29.0,17.0,4.0,0.0,13.0,6.0,16.0,0.0,0/16,0.0,16.0,0.0,0.0,0.0,6.605538461538462,4.0,10.605538461538462,Batsman
2023.0,Fazalhaq Farooqi,4.0,1.0,1.0,1*,0.0,5.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,80.0,117.0,4.0,2/41,29.25,8.78,20.0,0.0,0.0,0.0,0.0,0.0,Unknown
2022.0,Fazalhaq Farooqi,3.0,1.0,2.0,2*,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72.0,110.0,2.0,2/32,55.0,9.17,36.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Gerald Coetzee,10.0,1.0,14.0,8,3.5,22.0,63.64,0.0,0.0,0.0,1.0,2.0,0.0,10.0,201.0,341.0,13.0,4/34,26.23,10.18,15.46,1.0,0.0,1.9770666666666667,5.614,7.591066666666666,Bowler
2024.0,Glenn Maxwell,10.0,0.0,52.0,28,5.78,43.0,120.93,0.0,0.0,6.0,2.0,3.0,0.0,10.0,96.0,129.0,6.0,2/23,21.5,8.06,16.0,0.0,0.0,3.6872000000000007,6.57,10.257200000000001,Bowler
2023.0,Glenn Maxwell,14.0,2.0,400.0,77,33.33,218.0,183.49,0.0,5.0,29.0,31.0,4.0,0.0,14.0,62.0,94.0,3.0,1/3,31.33,9.1,20.67,0.0,0.0,7.380685714285714,3.5054285714285722,10.886114285714285,Batsman
2022.0,Glenn Maxwell,13.0,2.0,301.0,55,27.36,178.0,169.1,0.0,1.0,31.0,15.0,5.0,0.0,13.0,144.0,165.0,6.0,2/22,27.5,6.88,24.0,0.0,0.0,6.342646153846155,5.752307692307693,12.094953846153848,Batsman
2021.0,Glenn Maxwell,15.0,2.0,513.0,78,42.75,356.0,144.1,0.0,6.0,48.0,21.0,5.0,0.0,15.0,96.0,135.0,3.0,2/23,45.0,8.43,32.0,0.0,0.0,8.062666666666669,2.0850000000000004,10.14766666666667,Batsman
2020.0,Glenn Maxwell,13.0,4.0,108.0,32,15.42,106.0,101.88,0.0,0.0,9.0,0.0,4.0,0.0,13.0,126.0,169.0,3.0,1/10,56.33,8.04,42.0,0.0,0.0,3.9503999999999997,2.3261538461538467,6.276553846153846,Unknown
2018.0,Glenn Maxwell,12.0,0.0,169.0,47,14.08,120.0,140.83,0.0,0.0,14.0,9.0,4.0,0.0,12.0,96.0,132.0,5.0,2/22,26.4,8.25,19.2,0.0,0.0,4.881866666666667,5.220000000000001,10.101866666666668,All-rounder
2017.0,Glenn Maxwell,14.0,3.0,310.0,47,31.0,179.0,173.18,0.0,0.0,19.0,26.0,7.0,0.0,14.0,114.0,125.0,7.0,2/15,17.85,6.57,16.28,0.0,0.0,6.48,7.465,13.945,All-rounder
2016.0,Glenn Maxwell,11.0,2.0,179.0,68,19.88,124.0,144.35,0.0,2.0,14.0,8.0,3.0,0.0,11.0,54.0,80.0,0.0,0/3,0.0,8.88,0.0,0.0,0.0,5.803369696969696,5.56,11.363369696969695,All-rounder
2015.0,Glenn Maxwell,11.0,0.0,145.0,43,13.18,112.0,129.46,0.0,0.0,13.0,8.0,2.0,0.0,11.0,60.0,97.0,2.0,1/5,48.5,9.7,30.0,0.0,0.0,4.506666666666668,1.422727272727273,5.9293939393939405,Batsman
2014.0,Glenn Maxwell,16.0,0.0,552.0,95,34.5,294.0,187.75,0.0,4.0,48.0,36.0,9.0,0.0,16.0,66.0,132.0,1.0,1/21,132.0,12.0,66.0,0.0,0.0,7.26,0.09375,7.35375,Batsman
2013.0,Glenn Maxwell,3.0,1.0,36.0,23,18.0,27.0,133.33,0.0,0.0,1.0,4.0,1.0,0.0,3.0,12.0,23.0,0.0,0/5,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2012.0,Glenn Maxwell,2.0,1.0,6.0,3*,6.0,11.0,54.54,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,22.0,1.0,1/10,22.0,7.33,18.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Glenn Phillips,5.0,0.0,39.0,25,7.8,22.0,177.27,0.0,0.0,2.0,4.0,2.0,0.0,5.0,18.0,20.0,1.0,1/10,20.0,6.67,18.0,0.0,0.0,4.6240000000000006,6.964999999999999,11.588999999999999,Bowler
2021.0,Glenn Phillips,3.0,1.0,26.0,14*,13.0,33.0,78.78,0.0,0.0,1.0,2.0,1.0,0.0,3.0,12.0,20.0,1.0,1/17,20.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Gurjapneet Singh,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
,Gurnoor Singh Brar,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Hardik Pandya,14.0,1.0,216.0,46,18.0,151.0,143.05,0.0,0.0,17.0,11.0,4.0,0.0,14.0,216.0,387.0,11.0,3/31,35.18,10.75,19.64,0.0,0.0,5.254666666666667,2.7675714285714283,8.022238095238095,Batsman
2023.0,Hardik Pandya,16.0,4.0,346.0,66,31.45,253.0,136.76,0.0,2.0,26.0,15.0,8.0,0.0,16.0,150.0,228.0,3.0,1/10,76.0,9.12,50.0,0.0,0.0,6.412933333333333,1.7212500000000004,8.134183333333333,Batsman
2022.0,Hardik Pandya,15.0,4.0,487.0,87*,44.27,371.0,131.27,0.0,4.0,49.0,12.0,4.0,0.0,15.0,183.0,222.0,8.0,3/17,27.75,7.28,22.88,0.0,0.0,7.575466666666668,5.61,13.185466666666668,Batsman
2021.0,Hardik Pandya,12.0,2.0,127.0,40*,14.11,112.0,113.39,0.0,0.0,11.0,5.0,4.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.152533333333333,7.0,11.152533333333334,Bowler
2020.0,Hardik Pandya,14.0,5.0,281.0,60*,35.12,157.0,178.98,0.0,1.0,14.0,25.0,6.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.952457142857143,7.0,13.952457142857142,All-rounder
2019.0,Hardik Pandya,16.0,6.0,402.0,91,44.66,210.0,191.42,0.0,1.0,28.0,29.0,11.0,0.0,16.0,255.0,390.0,14.0,3/20,27.85,9.17,18.21,0.0,0.0,7.697799999999999,5.1575,12.8553,Batsman
2018.0,Hardik Pandya,13.0,4.0,260.0,50,28.88,195.0,133.33,0.0,1.0,20.0,11.0,8.0,0.0,13.0,256.0,381.0,18.0,3/24,21.16,8.92,14.22,0.0,0.0,6.019712820512821,7.3849230769230765,13.404635897435899,All-rounder
